country,currency,yearLastUpdate,monthLastUpdate,contributors,item_id,item_name,average_price,lowest_price,highest_price
France,,,,,,Transport Pass,91.2,,
Germany,,,,,,Transport Pass,74.28,,
Greece,,,,,,Transport Pass,32.59,,
Hungary,,,,,,Transport Pass,26.22,,
Ireland,,,,,,Transport Pass,130.13,,
Italy,,,,,,Transport Pass,49.88,,
Latvia,,,,,,Transport Pass,32.53,,
Lithuania,,,,,,Transport Pass,31.45,,
Luxembourg,,,,,,Transport Pass,0.0,,
Malta,,,,,,Transport Pass,28.2,,
Netherlands,,,,,,Transport Pass,96.79,,
Poland,,,,,,Transport Pass,39.61,,
Portugal,,,,,,Transport Pass,43.45,,
Romania,,,,,,Transport Pass,28.33,,
Slovakia,,,,,,Transport Pass,39.04,,
Slovenia,,,,,,Transport Pass,40.12,,
Spain,,,,,,Transport Pass,43.45,,
Sweden,,,,,,Transport Pass,95.79,,
